"item","verb","frame","voice","polarity","conditional2","Mean","low.ci","high.ci","SD","C"
"obsess-that_S-passive-positive-matrix","obsess","that_S","passive","positive","matrix",0.65,0.25,0.25,0.411636301174282,10
"offend-that_S-passive-negative-conditional","offend","that_S","passive","negative","conditional",1,0,0,0,10
"offend-that_S-passive-negative-matrix","offend","that_S","passive","negative","matrix",0.95,0.1,0.05,0.158113883008419,10
"offend-that_S-passive-positive-conditional","offend","that_S","passive","positive","conditional",1,0,0,0,10
"offend-that_S-passive-positive-matrix","offend","that_S","passive","positive","matrix",0.8,0.3,0.2,0.421637021355784,10
"okay-that_S-active-negative-conditional","okay","that_S","active","negative","conditional",0.6,0.2,0.2,0.316227766016838,10
"okay-that_S-active-negative-matrix","okay","that_S","active","negative","matrix",0.7,0.25,0.2,0.349602949390051,10
"okay-that_S-active-positive-conditional","okay","that_S","active","positive","conditional",0.7,0.15,0.15,0.258198889747161,10
"okay-that_S-active-positive-matrix","okay","that_S","active","positive","matrix",0.833333333333333,0.166666666666667,0.111111111111111,0.25,9
"omit-that_S-active-negative-conditional","omit","that_S","active","negative","conditional",0.75,0.15,0.15,0.263523138347365,10
"omit-that_S-active-negative-matrix","omit","that_S","active","negative","matrix",0.9,0.15,0.1,0.210818510677892,10
"omit-that_S-active-positive-conditional","omit","that_S","active","positive","conditional",0.9,0.2,0.1,0.316227766016838,10
"omit-that_S-active-positive-matrix","omit","that_S","active","positive","matrix",0.833333333333333,0.222222222222222,0.166666666666667,0.353553390593274,9
"ordain-that_S-active-negative-conditional","ordain","that_S","active","negative","conditional",0.55,0.05,0.1,0.158113883008419,10
"ordain-that_S-active-negative-matrix","ordain","that_S","active","negative","matrix",0.65,0.2,0.2,0.337474278855276,10
"ordain-that_S-active-positive-conditional","ordain","that_S","active","positive","conditional",0.7,0.15,0.15,0.258198889747161,10
"ordain-that_S-active-positive-matrix","ordain","that_S","active","positive","matrix",0.7,0.25,0.2,0.349602949390051,10
"outrage-that_S-passive-negative-conditional","outrage","that_S","passive","negative","conditional",0.75,0.3,0.201249999999999,0.424918292799399,10
"outrage-that_S-passive-negative-matrix","outrage","that_S","passive","negative","matrix",0.95,0.1,0.05,0.158113883008419,10
"outrage-that_S-passive-positive-conditional","outrage","that_S","passive","positive","conditional",0.95,0.1,0.05,0.158113883008419,10
"outrage-that_S-passive-positive-matrix","outrage","that_S","passive","positive","matrix",1,0,0,0,10
"overhear-that_S-active-negative-conditional","overhear","that_S","active","negative","conditional",0.4,0.10125,0.1,0.210818510677892,10
"overhear-that_S-active-negative-matrix","overhear","that_S","active","negative","matrix",0.55,0.2,0.201249999999999,0.368932393686311,10
"overhear-that_S-active-positive-conditional","overhear","that_S","active","positive","conditional",0.65,0.15,0.15,0.241522945769824,10
"overhear-that_S-active-positive-matrix","overhear","that_S","active","positive","matrix",0.8,0.15,0.15,0.258198889747161,10
"overhear-that_S-passive-negative-conditional","overhear","that_S","passive","negative","conditional",0.4,0.15,0.1,0.210818510677892,10
"overhear-that_S-passive-negative-matrix","overhear","that_S","passive","negative","matrix",0.6,0.1,0.15,0.210818510677892,10
"overhear-that_S-passive-positive-conditional","overhear","that_S","passive","positive","conditional",0.7,0.15,0.15,0.258198889747161,10
"overhear-that_S-passive-positive-matrix","overhear","that_S","passive","positive","matrix",0.65,0.2,0.2,0.337474278855276,10
"overlook-that_S-active-negative-conditional","overlook","that_S","active","negative","conditional",0.65,0.3,0.25,0.474341649025257,10
"overlook-that_S-active-negative-matrix","overlook","that_S","active","negative","matrix",0.65,0.25,0.25,0.411636301174282,10
"overlook-that_S-active-positive-conditional","overlook","that_S","active","positive","conditional",0.85,0.15,0.15,0.241522945769824,10
"overlook-that_S-active-positive-matrix","overlook","that_S","active","positive","matrix",0.95,0.1,0.05,0.158113883008419,10
"overwhelm-that_S-passive-negative-conditional","overwhelm","that_S","passive","negative","conditional",0.9,0.15,0.1,0.210818510677892,10
"overwhelm-that_S-passive-negative-matrix","overwhelm","that_S","passive","negative","matrix",0.85,0.15,0.1,0.241522945769824,10
"overwhelm-that_S-passive-positive-conditional","overwhelm","that_S","passive","positive","conditional",0.85,0.2,0.15,0.337474278855276,10
"overwhelm-that_S-passive-positive-matrix","overwhelm","that_S","passive","positive","matrix",0.95,0.1,0.05,0.158113883008419,10
"pain-that_S-passive-negative-conditional","pain","that_S","passive","negative","conditional",1,0,0,0,10
"pain-that_S-passive-negative-matrix","pain","that_S","passive","negative","matrix",0.9,0.15,0.1,0.210818510677892,10
"pain-that_S-passive-positive-conditional","pain","that_S","passive","positive","conditional",1,0,0,0,10
"pain-that_S-passive-positive-matrix","pain","that_S","passive","positive","matrix",0.95,0.1,0.05,0.158113883008419,10
"panic-that_S-active-negative-conditional","panic","that_S","active","negative","conditional",0.6,0.2,0.2,0.316227766016838,10
"panic-that_S-active-negative-matrix","panic","that_S","active","negative","matrix",0.8,0.15,0.15,0.258198889747161,10
"panic-that_S-active-positive-conditional","panic","that_S","active","positive","conditional",0.95,0.1,0.05,0.158113883008419,10
"panic-that_S-active-positive-matrix","panic","that_S","active","positive","matrix",0.8,0.25,0.2,0.349602949390051,10
"panic-that_S-passive-negative-conditional","panic","that_S","passive","negative","conditional",0.8,0.2,0.15,0.349602949390051,10
"panic-that_S-passive-negative-matrix","panic","that_S","passive","negative","matrix",0.9,0.15,0.1,0.210818510677892,10
"panic-that_S-passive-positive-conditional","panic","that_S","passive","positive","conditional",0.9,0.15,0.1,0.210818510677892,10
"panic-that_S-passive-positive-matrix","panic","that_S","passive","positive","matrix",0.85,0.25,0.15,0.337474278855276,10
"perceive-that_S-active-negative-conditional","perceive","that_S","active","negative","conditional",0.45,0.1,0.05,0.158113883008419,10
"perceive-that_S-active-negative-matrix","perceive","that_S","active","negative","matrix",0.4,0.15,0.1,0.210818510677892,10
"perceive-that_S-active-positive-conditional","perceive","that_S","active","positive","conditional",0.65,0.15,0.15,0.241522945769824,10
"perceive-that_S-active-positive-matrix","perceive","that_S","active","positive","matrix",0.65,0.2,0.2,0.337474278855276,10
"perplex-that_S-passive-negative-conditional","perplex","that_S","passive","negative","conditional",0.75,0.15,0.15,0.263523138347365,10
"perplex-that_S-passive-negative-matrix","perplex","that_S","passive","negative","matrix",0.85,0.15,0.15,0.241522945769824,10
"perplex-that_S-passive-positive-conditional","perplex","that_S","passive","positive","conditional",0.85,0.15,0.15,0.241522945769824,10
"perplex-that_S-passive-positive-matrix","perplex","that_S","passive","positive","matrix",1,0,0,0,10
"persuade-that_S-passive-negative-conditional","persuade","that_S","passive","negative","conditional",0.55,0.05,0.1,0.158113883008419,10
"persuade-that_S-passive-negative-matrix","persuade","that_S","passive","negative","matrix",0.45,0.1,0.05,0.158113883008419,10
"persuade-that_S-passive-positive-conditional","persuade","that_S","passive","positive","conditional",0.6,0.1,0.15,0.210818510677892,10
"persuade-that_S-passive-positive-matrix","persuade","that_S","passive","positive","matrix",0.75,0.15,0.15,0.263523138347365,10
"pester-that_S-passive-negative-conditional","pester","that_S","passive","negative","conditional",0.8,0.15,0.15,0.258198889747161,10
"pester-that_S-passive-negative-matrix","pester","that_S","passive","negative","matrix",0.75,0.15,0.15,0.263523138347365,10
"pester-that_S-passive-positive-conditional","pester","that_S","passive","positive","conditional",0.95,0.1,0.05,0.158113883008419,10
"pester-that_S-passive-positive-matrix","pester","that_S","passive","positive","matrix",0.7,0.2,0.2,0.349602949390051,10
"petrify-that_S-passive-negative-conditional","petrify","that_S","passive","negative","conditional",0.8,0.15,0.15,0.258198889747161,10
"petrify-that_S-passive-negative-matrix","petrify","that_S","passive","negative","matrix",0.85,0.2,0.15,0.337474278855276,10
"petrify-that_S-passive-positive-conditional","petrify","that_S","passive","positive","conditional",0.9,0.15,0.1,0.210818510677892,10
"petrify-that_S-passive-positive-matrix","petrify","that_S","passive","positive","matrix",0.8,0.2,0.15,0.349602949390051,10
"phone-that_S-active-negative-conditional","phone","that_S","active","negative","conditional",0.55,0.15,0.15,0.283823106098773,10
"phone-that_S-active-negative-matrix","phone","that_S","active","negative","matrix",0.55,0.15,0.15,0.283823106098773,10
"phone-that_S-active-positive-conditional","phone","that_S","active","positive","conditional",0.85,0.15,0.15,0.241522945769824,10
"phone-that_S-active-positive-matrix","phone","that_S","active","positive","matrix",0.85,0.15,0.15,0.241522945769824,10
"picture-that_S-active-negative-conditional","picture","that_S","active","negative","conditional",0.45,0.15,0.15,0.283823106098773,10
"picture-that_S-active-negative-matrix","picture","that_S","active","negative","matrix",0.5,0.15,0.15,0.235702260395516,10
"picture-that_S-active-positive-conditional","picture","that_S","active","positive","conditional",0.45,0.1,0.05,0.158113883008419,10
"picture-that_S-active-positive-matrix","picture","that_S","active","positive","matrix",0.65,0.15,0.15,0.241522945769824,10
"piece_together-that_S-active-negative-conditional","piece_together","that_S","active","negative","conditional",0.6,0.1,0.15,0.210818510677892,10
"piece_together-that_S-active-negative-matrix","piece_together","that_S","active","negative","matrix",0.8,0.15,0.15,0.258198889747161,10
"piece_together-that_S-active-positive-conditional","piece_together","that_S","active","positive","conditional",0.85,0.15,0.15,0.241522945769824,10
"piece_together-that_S-active-positive-matrix","piece_together","that_S","active","positive","matrix",0.8,0.15,0.15,0.258198889747161,10
"pinpoint-that_S-active-negative-conditional","pinpoint","that_S","active","negative","conditional",0.6,0.1,0.15,0.210818510677892,10
"pinpoint-that_S-active-negative-matrix","pinpoint","that_S","active","negative","matrix",0.45,0.15,0.15,0.283823106098773,10
"pinpoint-that_S-active-positive-conditional","pinpoint","that_S","active","positive","conditional",0.9,0.10125,0.1,0.210818510677892,10
"pinpoint-that_S-active-positive-matrix","pinpoint","that_S","active","positive","matrix",0.9,0.2,0.1,0.316227766016838,10
"pity-that_S-active-negative-conditional","pity","that_S","active","negative","conditional",0.65,0.2,0.2,0.337474278855276,10
"pity-that_S-active-negative-matrix","pity","that_S","active","negative","matrix",0.9,0.15,0.1,0.210818510677892,10
"pity-that_S-active-positive-conditional","pity","that_S","active","positive","conditional",0.95,0.1,0.05,0.158113883008419,10
"pity-that_S-active-positive-matrix","pity","that_S","active","positive","matrix",0.75,0.25,0.2,0.353553390593274,10
"please-that_S-passive-negative-conditional","please","that_S","passive","negative","conditional",0.8,0.25,0.2,0.349602949390051,10
"please-that_S-passive-negative-matrix","please","that_S","passive","negative","matrix",1,0,0,0,10
"please-that_S-passive-positive-conditional","please","that_S","passive","positive","conditional",0.85,0.15,0.15,0.241522945769824,10
"please-that_S-passive-positive-matrix","please","that_S","passive","positive","matrix",1,0,0,0,10
"point_out-that_S-active-negative-conditional","point_out","that_S","active","negative","conditional",0.55,0.15,0.15,0.283823106098773,10
"point_out-that_S-active-negative-matrix","point_out","that_S","active","negative","matrix",0.85,0.15,0.15,0.241522945769824,10
"point_out-that_S-active-positive-conditional","point_out","that_S","active","positive","conditional",0.95,0.1,0.05,0.158113883008419,10
"point_out-that_S-active-positive-matrix","point_out","that_S","active","positive","matrix",1,0,0,0,10
"ponder-that_S-active-negative-conditional","ponder","that_S","active","negative","conditional",0.6,0.1,0.15,0.210818510677892,10
"ponder-that_S-active-negative-matrix","ponder","that_S","active","negative","matrix",0.5,0,0,0,10
"ponder-that_S-active-positive-conditional","ponder","that_S","active","positive","conditional",0.6,0.1,0.15,0.210818510677892,10
"ponder-that_S-active-positive-matrix","ponder","that_S","active","positive","matrix",0.55,0.15,0.15,0.283823106098773,10
"posit-that_S-active-negative-conditional","posit","that_S","active","negative","conditional",0.5,0,0,0,10
"posit-that_S-active-negative-matrix","posit","that_S","active","negative","matrix",0.5,0.15,0.15,0.235702260395516,10
"posit-that_S-active-positive-conditional","posit","that_S","active","positive","conditional",0.65,0.15,0.15,0.241522945769824,10
"posit-that_S-active-positive-matrix","posit","that_S","active","positive","matrix",0.55,0.05,0.1,0.158113883008419,10
"post-that_S-active-negative-conditional","post","that_S","active","negative","conditional",0.45,0.1,0.05,0.158113883008419,10
"post-that_S-active-negative-matrix","post","that_S","active","negative","matrix",0.45,0.15,0.15,0.283823106098773,10
"post-that_S-active-positive-conditional","post","that_S","active","positive","conditional",0.85,0.15,0.15,0.241522945769824,10
