"","workerid","rt","subjectGender","speakerGender","content","verb","contentNr","trigger_class","response","slide_number_in_experiment","age","language","assess","american","gender","comments","Answer.time_in_minutes"
"3500",155,8131,"F","F","Julian dances salsa","see","18","NonProj",0.8,17,43,"english","Yes","y","m","this is a good price ",8.2027
"3501",155,16500,NA,"M","Mary&quotechars aunt is sick","MC","control2","control",0.5,18,43,"english","Yes","y","m","this is a good price ",8.2027
"3502",155,7413,"F","F","Tony had a drink last night","be_annoyed","15","NonProj",0.62,19,43,"english","Yes","y","m","this is a good price ",8.2027
"3503",155,5519,"F","F","Danny ate the last cupcake","acknowledge","11","C",0.98,20,43,"english","Yes","y","m","this is a good price ",8.2027
"3504",155,5729,NA,"F","Vanessa is good at math","MC","control4","control",0.46,21,43,"english","Yes","y","m","this is a good price ",8.2027
"3505",155,14043,NA,"F","Zack is coming to the meeting tomorrow","MC","control1","control",0.61,22,43,"english","Yes","y","m","this is a good price ",8.2027
"3506",155,10815,"M","F","Grace visited her sister","establish","9","NonProj",0.51,23,43,"english","Yes","y","m","this is a good price ",8.2027
"3507",155,5802,"F","F","Frank got a cat","confirm","12","C",0.32,24,43,"english","Yes","y","m","this is a good price ",8.2027
"3508",155,5094,NA,"F","Madison had a baby","MC","control5","control",0.58,25,43,"english","Yes","y","m","this is a good price ",8.2027
"3509",155,8017,NA,"F","Hendrick&quotechars car was expensive","MC","control6","control",0.69,26,43,"english","Yes","y","m","this is a good price ",8.2027
"3510",155,5575,"M","M","Emily bought a car yesterday","be_right","8","C",0.74,27,43,"english","Yes","y","m","this is a good price ",8.2027
"3511",157,6599,NA,"F","Zack is coming to the meeting tomorrow","MC","control1","control",0,2,23,"English","No","y","f","",1.986316667
"3512",157,6352,"F","F","Jayden rented a car","suggest","14","C",0.12,3,23,"English","No","y","f","",1.986316667
"3513",157,5507,"M","M","Mary is pregnant","reveal","1","NonProj",1,4,23,"English","No","y","f","",1.986316667
"3514",157,6335,"M","F","Emma studied on Saturday morning","announce","3","C",0,5,23,"English","No","y","f","",1.986316667
"3515",157,5710,"M","F","Grace visited her sister","prove","9","C",0.1,6,23,"English","No","y","f","",1.986316667
"3516",157,3491,"F","F","Julian dances salsa","discover","18","NonProj",0.24,7,23,"English","No","y","f","",1.986316667
"3517",157,4618,"F","F","Danny ate the last cupcake","be_right","11","C",0,8,23,"English","No","y","f","",1.986316667
"3518",157,3116,NA,"F","Todd played football in high school","MC","control3","control",0,9,23,"English","No","y","f","",1.986316667
"3519",157,3015,"F","M","Tony had a drink last night","demonstrate","15","C",0,10,23,"English","No","y","f","",1.986316667
"3520",157,3307,"M","M","Mia drank 2 cocktails last night","admit","6","C",0.18,11,23,"English","No","y","f","",1.986316667
"3521",157,4787,"M","F","Josie went on vacation to France","hear","2","C",0.22,12,23,"English","No","y","f","",1.986316667
"3522",157,2390,NA,"F","Hendrick&quotechars car was expensive","MC","control6","control",0,13,23,"English","No","y","f","",1.986316667
"3523",157,3429,"F","F","Jon walks to work","be_annoyed","19","NonProj",0.99,14,23,"English","No","y","f","",1.986316667
"3524",157,4836,"F","F","Owen shoveled snow last winter","see","17","NonProj",1,15,23,"English","No","y","f","",1.986316667
"3525",157,3024,"F","F","Josh learned to ride a bike yesterday","know","16","NonProj",1,16,23,"English","No","y","f","",1.986316667
"3526",157,2399,"M","M","Isabella ate a steak on Sunday","confirm","7","C",0,17,23,"English","No","y","f","",1.986316667
"3527",157,3171,"F","M","Frank got a cat","confess","12","C",0,18,23,"English","No","y","f","",1.986316667
"3528",157,3172,"F","M","Charley speaks Spanish","establish","20","NonProj",0,19,23,"English","No","y","f","",1.986316667
"3529",157,2234,"F","F","Jackson ran 10 miles","say","13","C",0,20,23,"English","No","y","f","",1.986316667
"3530",157,2852,NA,"M","Madison had a baby","MC","control5","control",0.24,21,23,"English","No","y","f","",1.986316667
"3531",157,3610,"M","F","Sophia got a tattoo","pretend","5","NonProj",0.12,22,23,"English","No","y","f","",1.986316667
"3532",157,3672,"M","F","Olivia sleeps until noon","acknowledge","4","C",0.83,23,23,"English","No","y","f","",1.986316667
"3533",157,2218,NA,"F","Vanessa is good at math","MC","control4","control",0,24,23,"English","No","y","f","",1.986316667
"3534",157,3696,"M","M","Emily bought a car yesterday","inform","8","C",0.37,25,23,"English","No","y","f","",1.986316667
"3535",157,2124,NA,"M","Mary&quotechars aunt is sick","MC","control2","control",0,26,23,"English","No","y","f","",1.986316667
"3536",157,3118,"M","M","Zoe calculated the tip","think","10","NonProj",0,27,23,"English","No","y","f","",1.986316667
"3537",159,28489,"M","F","Emily bought a car yesterday","know","8","NonProj",1,2,65,"English","Yes","y","m","it is a fair price for the time",6.488383333
"3538",159,15711,"F","F","Jackson ran 10 miles","demonstrate","13","C",0.18,3,65,"English","Yes","y","m","it is a fair price for the time",6.488383333
"3539",159,14232,"M","F","Isabella ate a steak on Sunday","discover","7","NonProj",0.9,4,65,"English","Yes","y","m","it is a fair price for the time",6.488383333
"3540",159,9928,"F","F","Jayden rented a car","reveal","14","NonProj",0.26,5,65,"English","Yes","y","m","it is a fair price for the time",6.488383333
"3541",159,9919,"M","F","Mia drank 2 cocktails last night","confess","6","C",0.89,6,65,"English","Yes","y","m","it is a fair price for the time",6.488383333
"3542",159,12424,"M","F","Josie went on vacation to France","hear","2","C",0.86,7,65,"English","Yes","y","m","it is a fair price for the time",6.488383333
"3543",159,12845,"F","M","Josh learned to ride a bike yesterday","announce","16","C",0.82,8,65,"English","Yes","y","m","it is a fair price for the time",6.488383333
"3544",159,10303,"F","F","Owen shoveled snow last winter","establish","17","NonProj",0.12,9,65,"English","Yes","y","m","it is a fair price for the time",6.488383333
"3545",159,10665,"M","M","Grace visited her sister","think","9","NonProj",0.08,10,65,"English","Yes","y","m","it is a fair price for the time",6.488383333
"3546",159,6904,"M","M","Olivia sleeps until noon","admit","4","C",0.78,11,65,"English","Yes","y","m","it is a fair price for the time",6.488383333
"3547",159,8799,"F","M","Frank got a cat","inform","12","C",0.92,12,65,"English","Yes","y","m","it is a fair price for the time",6.488383333
"3548",159,7047,"M","M","Emma studied on Saturday morning","say","3","C",0.07,13,65,"English","Yes","y","m","it is a fair price for the time",6.488383333
"3549",159,10768,NA,"M","Vanessa is good at math","MC","control4","control",0.02,14,65,"English","Yes","y","m","it is a fair price for the time",6.488383333
"3550",159,8846,NA,"F","Madison had a baby","MC","control5","control",0.04,15,65,"English","Yes","y","m","it is a fair price for the time",6.488383333
"3551",159,5040,NA,"F","Zack is coming to the meeting tomorrow","MC","control1","control",0.02,16,65,"English","Yes","y","m","it is a fair price for the time",6.488383333
"3552",159,8511,"F","F","Julian dances salsa","confirm","18","C",0.21,17,65,"English","Yes","y","m","it is a fair price for the time",6.488383333
"3553",159,8864,"M","F","Sophia got a tattoo","pretend","5","NonProj",0.06,18,65,"English","Yes","y","m","it is a fair price for the time",6.488383333
"3554",159,44536,"M","F","Zoe calculated the tip","prove","10","C",0.18,19,65,"English","Yes","y","m","it is a fair price for the time",6.488383333
"3555",159,7208,"M","F","Mary is pregnant","be_annoyed","1","NonProj",0.92,20,65,"English","Yes","y","m","it is a fair price for the time",6.488383333
"3556",159,5289,NA,"F","Todd played football in high school","MC","control3","control",0.03,21,65,"English","Yes","y","m","it is a fair price for the time",6.488383333
"3557",159,7831,"F","F","Danny ate the last cupcake","acknowledge","11","C",0.49,22,65,"English","Yes","y","m","it is a fair price for the time",6.488383333
"3558",159,6383,NA,"F","Mary&quotechars aunt is sick","MC","control2","control",0.04,23,65,"English","Yes","y","m","it is a fair price for the time",6.488383333
"3559",159,7840,"F","F","Charley speaks Spanish","see","20","NonProj",0.3,24,65,"English","Yes","y","m","it is a fair price for the time",6.488383333
"3560",159,7496,"F","M","Tony had a drink last night","suggest","15","C",0.09,25,65,"English","Yes","y","m","it is a fair price for the time",6.488383333
"3561",159,5391,NA,"F","Hendrick&quotechars car was expensive","MC","control6","control",0.09,26,65,"English","Yes","y","m","it is a fair price for the time",6.488383333
"3562",159,6856,"F","M","Jon walks to work","be_right","19","C",0.34,27,65,"English","Yes","y","m","it is a fair price for the time",6.488383333
"3563",160,7946,"F","F","Jayden rented a car","suggest","14","C",0,2,60,"English","Yes","y","f","I think it&quotechars a very fair price, thank you!",4.886233333
"3564",160,18166,"F","F","Tony had a drink last night","think","15","NonProj",0.01,3,60,"English","Yes","y","f","I think it&quotechars a very fair price, thank you!",4.886233333
"3565",160,7504,"M","F","Josie went on vacation to France","know","2","NonProj",0.99,4,60,"English","Yes","y","f","I think it&quotechars a very fair price, thank you!",4.886233333
"3566",160,25536,"F","F","Charley speaks Spanish","prove","20","C",0.24,5,60,"English","Yes","y","f","I think it&quotechars a very fair price, thank you!",4.886233333
"3567",160,6184,"M","F","Sophia got a tattoo","announce","5","C",0.01,6,60,"English","Yes","y","f","I think it&quotechars a very fair price, thank you!",4.886233333
"3568",160,11136,NA,"F","Hendrick&quotechars car was expensive","MC","control6","control",0.79,7,60,"English","Yes","y","f","I think it&quotechars a very fair price, thank you!",4.886233333
"3569",160,7056,"F","M","Owen shoveled snow last winter","be_right","17","C",0.01,8,60,"English","Yes","y","f","I think it&quotechars a very fair price, thank you!",4.886233333
"3570",160,5648,NA,"M","Todd played football in high school","MC","control3","control",0.01,9,60,"English","Yes","y","f","I think it&quotechars a very fair price, thank you!",4.886233333
"3571",160,13544,NA,"M","Madison had a baby","MC","control5","control",0.48,10,60,"English","Yes","y","f","I think it&quotechars a very fair price, thank you!",4.886233333
"3572",160,10408,"F","M","Frank got a cat","establish","12","NonProj",0.21,11,60,"English","Yes","y","f","I think it&quotechars a very fair price, thank you!",4.886233333
"3573",160,7744,"F","M","Josh learned to ride a bike yesterday","see","16","NonProj",0.99,12,60,"English","Yes","y","f","I think it&quotechars a very fair price, thank you!",4.886233333
"3574",160,4944,NA,"F","Vanessa is good at math","MC","control4","control",0.01,13,60,"English","Yes","y","f","I think it&quotechars a very fair price, thank you!",4.886233333
"3575",160,5664,NA,"F","Zack is coming to the meeting tomorrow","MC","control1","control",0.01,14,60,"English","Yes","y","f","I think it&quotechars a very fair price, thank you!",4.886233333
"3576",160,14560,"M","F","Isabella ate a steak on Sunday","demonstrate","7","C",0.15,15,60,"English","Yes","y","f","I think it&quotechars a very fair price, thank you!",4.886233333
"3577",160,16352,"F","F","Jackson ran 10 miles","confess","13","C",0.83,16,60,"English","Yes","y","f","I think it&quotechars a very fair price, thank you!",4.886233333
"3578",160,5568,"M","F","Mia drank 2 cocktails last night","discover","6","NonProj",0.98,17,60,"English","Yes","y","f","I think it&quotechars a very fair price, thank you!",4.886233333
"3579",160,6600,"F","F","Danny ate the last cupcake","inform","11","C",0.99,18,60,"English","Yes","y","f","I think it&quotechars a very fair price, thank you!",4.886233333
"3580",160,5022,"M","F","Mary is pregnant","say","1","C",0.01,19,60,"English","Yes","y","f","I think it&quotechars a very fair price, thank you!",4.886233333
"3581",160,5198,"M","F","Emma studied on Saturday morning","hear","3","C",0.98,20,60,"English","Yes","y","f","I think it&quotechars a very fair price, thank you!",4.886233333
"3582",160,6304,"F","F","Julian dances salsa","reveal","18","NonProj",0.98,21,60,"English","Yes","y","f","I think it&quotechars a very fair price, thank you!",4.886233333
"3583",160,7536,"M","M","Emily bought a car yesterday","pretend","8","NonProj",0.01,22,60,"English","Yes","y","f","I think it&quotechars a very fair price, thank you!",4.886233333
"3584",160,7286,"M","F","Olivia sleeps until noon","acknowledge","4","C",0.98,23,60,"English","Yes","y","f","I think it&quotechars a very fair price, thank you!",4.886233333
"3585",160,7234,NA,"F","Mary&quotechars aunt is sick","MC","control2","control",0.2,24,60,"English","Yes","y","f","I think it&quotechars a very fair price, thank you!",4.886233333
"3586",160,4286,"M","M","Grace visited her sister","be_annoyed","9","NonProj",0.99,25,60,"English","Yes","y","f","I think it&quotechars a very fair price, thank you!",4.886233333
"3587",160,5512,"F","M","Jon walks to work","admit","19","C",1,26,60,"English","Yes","y","f","I think it&quotechars a very fair price, thank you!",4.886233333
"3588",160,8440,"M","F","Zoe calculated the tip","confirm","10","C",0.72,27,60,"English","Yes","y","f","I think it&quotechars a very fair price, thank you!",4.886233333
"3589",161,6163,NA,"F","Madison had a baby","MC","control5","control",0.3,2,35,"English ","Confused","y","f","None",3.20565
"3590",161,6185,"F","F","Tony had a drink last night","establish","15","NonProj",0.29,3,35,"English ","Confused","y","f","None",3.20565
"3591",161,4466,"M","M","Mia drank 2 cocktails last night","admit","6","C",0.24,4,35,"English ","Confused","y","f","None",3.20565
"3592",161,7579,"F","F","Jon walks to work","inform","19","C",0.26,5,35,"English ","Confused","y","f","None",3.20565
"3593",161,2511,"M","F","Sophia got a tattoo","prove","5","C",0.25,6,35,"English ","Confused","y","f","None",3.20565
"3594",161,3086,NA,"M","Hendrick&quotechars car was expensive","MC","control6","control",0.21,7,35,"English ","Confused","y","f","None",3.20565
"3595",161,3043,"F","F","Frank got a cat","confirm","12","C",0.22,8,35,"English ","Confused","y","f","None",3.20565
"3596",161,1510,"M","M","Isabella ate a steak on Sunday","reveal","7","NonProj",0.15,9,35,"English ","Confused","y","f","None",3.20565
"3597",161,1415,"M","F","Emma studied on Saturday morning","be_right","3","C",0.15,10,35,"English ","Confused","y","f","None",3.20565
"3598",161,7631,"F","M","Danny ate the last cupcake","know","11","NonProj",0.58,11,35,"English ","Confused","y","f","None",3.20565
"3599",161,6230,"M","M","Olivia sleeps until noon","think","4","NonProj",0.2,12,35,"English ","Confused","y","f","None",3.20565
"3600",161,4414,"M","M","Mary is pregnant","acknowledge","1","C",0.59,13,35,"English ","Confused","y","f","None",3.20565
